college_name,college_link,duration,fees,rank,placement,c_type
"Vidyaa Vikas College of Engineering & Technology, Tiruchengode",https://www.collegesearch.in/colleges/vidyaa-vikas-college-of-engineering-technology-tiruchengode,4 Years,,,,
"KJ Somaiya Institute of Engineering and Information Technology, Mumbai",https://www.collegesearch.in/colleges/kj-somaiya-institute-of-engineering-and-information-technology-mumbai,4 Years,,,,
"HIMT Group of Institutions, Greater Noida",https://www.collegesearch.in/colleges/himt-group-of-institutions,4 Years,,,,
Shri Shankaracharya Technical Campus,https://www.collegesearch.in/colleges/shri-shankaracharya-technical-campus,4 Years,,,,
"Techno India (TIA), Agartala",https://www.collegesearch.in/colleges/techno-india-tia-agartala,4 Years,,,,
Everest College of Engineering,https://www.collegesearch.in/colleges/everest-college-of-engineering,4 Years,,,,
"NIILM University, Kaithal",https://www.collegesearch.in/university/niilm-university-kaithal,4 Years,,,,State Private University
"AP Shah Institute of Technology, Thane",https://www.collegesearch.in/colleges/ap-shah-institute-of-technology-thane,4 Years,,,,
"Aligarh Muslim University, Aligarh",https://www.collegesearch.in/university/aligarh-muslim-university-mu,4 Years,,,,Central University
"Jhulelal Institute Of Technology, Nagpur",https://www.collegesearch.in/colleges/jhulelal-institute-of-technology-nagpur,4 Years,,,,
"Baba Institute Of Technology And Sciences, Visakhapatnam",https://www.collegesearch.in/colleges/baba-institute-of-technology-and-sciences-visakhapatnam,4 Years,,,,
"Cooch Behar Government Engineering College, Cooch behar",https://www.collegesearch.in/colleges/cooch-behar-government-engineering-college,4 Years,,,,
"Chaitanya Deemed to be University, Warangal rural",https://www.collegesearch.in/colleges/chaitanya-deemed-to-be-university,4 Years,"Rs 4,00,000/-",,,
"Vidya Academy of Science and Technology, Thrissur",https://www.collegesearch.in/colleges/vidya-academy-of-science-and-technology-thrissur,4 Years,,,,
"MIT-ADT University, Pune",https://www.collegesearch.in/colleges/mit-adt-university-pune,4 Years,"Rs 9,34,000/-",,,
"Shiv Nadar University Chennai, Chennai",https://www.collegesearch.in/colleges/shiv-nadar-university-chennai-chennai,4 Years,,,,State Private University
"FIT Engineering College, Meerut",https://www.collegesearch.in/colleges/fit-engineering-college-meerut,4 Years,,,,
"Dhananjay Mahadik Group of Institutions, Kolhapur",https://www.collegesearch.in/colleges/dhananjay-mahadik-group-of-institutions-kolhapur,4 Years,,,,
Indian Institute of Information Technology Bhagalpur,https://www.collegesearch.in/colleges/indian-institute-of-information-technology-bhagalpur,4 Years,,,,
"Maharishi University Of Information Technology, Lucknow",https://www.collegesearch.in/colleges/maharishi-university-of-information-technology-lucknow,4 Years,,,,
Srinivasa Institute of Engineering and Technology - Amalapuram,https://www.collegesearch.in/colleges/srinivasa-institute-of-engineering-and-technology-amalapuram,4 Years,,,,
Nalanda College of Engineering,https://www.collegesearch.in/colleges/nalanda-college-of-engineering,4 Years,,,,
"Dr CV Raman University - Bihar, Muzaffarpur",https://www.collegesearch.in/colleges/dr-cv-raman-university-bihar,4 Years,"Rs 3,00,000/-",,,
ICL Group of Colleges,https://www.collegesearch.in/colleges/icl-group-of-colleges,4 Years,,,,
"Vishveshwarya Group of Institutions, Greater Noida",https://www.collegesearch.in/colleges/vishveshwarya-group-of-institutions-greater-noida,4 Years,"Rs 3,90,000/-",,,State Private University
"Northern Regional Institute Of Printing Technology, Allahabad",https://www.collegesearch.in/colleges/northern-regional-institute-of-printing-technology-allahabad,2 Years 6 Months,,,,
Himalayan University - Itanagar,https://www.collegesearch.in/colleges/himalayan-university-itanagar,4 Years,,,,
JP College of Engineering,https://www.collegesearch.in/colleges/jp-college-of-engineering,4 Years,,,,
"Pacific School of Engineering, Ahmedabad",https://www.collegesearch.in/colleges/pacific-school-of-engineering-ahmedabad,4 Years,,,,
"University Institute of Engineering & Technology (UIET) - Kurukshetra, Kurukshetra",https://www.collegesearch.in/colleges/university-institute-of-engineering-technology-uiet-kurukshetra-kurukshetra,4 Years,,,,
"Ch Brahm Prakash Government Engineering College, Delhi",https://www.collegesearch.in/colleges/ch-brahm-prakash-government-engineering-college-delhi,4 Years,,,,
"GILLI, Noida",https://www.collegesearch.in/colleges/gilli,3 Years,,,,
"Rajeev Institute of Technology - Hassan, Hassan",https://www.collegesearch.in/colleges/rajeev-institute-of-technology-hassan,4 Years,,,,Autonomous
DAV Institute Of Engineering & Technology - Ranchi,https://www.collegesearch.in/colleges/dav-institute-of-engineering-technology-ranchi,4 Years,,,,
"Salem College of Engineering and Technology, Amaravati",https://www.collegesearch.in/colleges/salem-college-of-engineering-and-technology,4 Years,,,,
"NB Navale Sinhgad College of Engineering, Solapur",https://www.collegesearch.in/colleges/nb-navale-sinhgad-college-of-engineering-solapur,4 Years,,,,
"R B Patel arts & commerce college, Anand",https://www.collegesearch.in/colleges/r-b-patel-arts-commerce-college-anand,4 Years,,,,
Himalayan Institute Of Engineering & Technology,https://www.collegesearch.in/colleges/himalayan-institute-of-engineering-technology,4 Years,,,,
"T John Group of Institutions, Bangalore",https://www.collegesearch.in/colleges/t-john-group-of-institutions,4 Years,"Rs 5,25,000/-",,,
"Dhanekula Institute of Engineering and Technology, Vijayawada",https://www.collegesearch.in/colleges/dhanekula-institute-of-engineering-and-technology-vijayawada,4 Years,,,,
"Al-Falah University, Faridabad",https://www.collegesearch.in/colleges/al-falah-university-faridabad,4 Years,,,,
"Eluru College of Engineering and Technology, Eluru",https://www.collegesearch.in/colleges/eluru-college-of-engineering-and-technology-eluru,4 Years,,,,
"Darbhanga College of Engineering, Darbhanga",https://www.collegesearch.in/colleges/darbhanga-college-of-engineering-darbhanga,4 Years,,,,
KVN Naik Institute Of Engineering Education & Research,https://www.collegesearch.in/colleges/kvn-naik-institute-of-engineering-education-research,4 Years,,,,
"Parthivi College of Engineering and Management, Bilaspur",https://www.collegesearch.in/colleges/parthivi-college-of-engineering-and-management-bilaspur,4 Years,,,,
"University of Hyderabad, Hyderabad",https://www.collegesearch.in/university/university-of-hyderabad,4 Years,,,,
"KCT Engineering college, Gulbarga",https://www.collegesearch.in/colleges/kct-engineering-college-gulbarga,4 Years,,,,
"Camellia Institute of Technology, Kolkata",https://www.collegesearch.in/colleges/camellia-institute-of-technology-kolkata,4 Years,,,,
College of Aeronautical Engineering,https://www.collegesearch.in/colleges/college-of-aeronautical-engineering,4 Years,,,,
"Government College of Engineering and Technology, Jammu",https://www.collegesearch.in/colleges/government-college-of-engineering-and-technology-jammu,4 Years,,,,
"KC College of Engineering, Mumbai",https://www.collegesearch.in/colleges/kc-college-of-engineering-mumbai,4 Years,,,,
"MIT Group of Institutions, Aurangabad",https://www.collegesearch.in/colleges/mit-group-of-institutions-aurangabad,4 Years,,,,
KGiSL Institute of Technology,https://www.collegesearch.in/colleges/kgisl-institute-of-technology,4 Years,,,,
Pillai HOC College Of Engineering & Technology,https://www.collegesearch.in/colleges/pillai-hoc-college-of-engineering-technology,4 Years,,,,
"Mahatma Phule Krishi Vidyapeeth, Ahmednagar",https://www.collegesearch.in/colleges/mahatma-phule-krishi-vidyapeeth-ahmednagar,4 Years,,,,
Rajiv Gandhi Government Engineering College,https://www.collegesearch.in/colleges/rajiv-gandhi-government-engineering-college,4 Years,,,,
"Government Women Engineering College, Ajmer",https://www.collegesearch.in/colleges/government-women-engineering-college-ajmer,4 Years,,,,
"DY Patil Technical Campus - Lohegaon, Pune",https://www.collegesearch.in/colleges/dy-patil-technical-campus-lohegaon-pune,4 Years,,,,
"Late G N Sapkal College of Engineering, Nasik",https://www.collegesearch.in/colleges/late-g-n-sapkal-college-of-engineering-nasik,4 Years,,,,
"PES Institute of Technology- Bangalore South Campus, Bangalore",https://www.collegesearch.in/colleges/pes-institute-of-technology-bangalore-south-campus-bangalore,4 Years,,,,
"D Y Patil International University, Pune",https://www.collegesearch.in/colleges/d-y-patil-international-university-pune,4 Years,,,,
"Ballari Institute Of Technology and Management, Bellary",https://www.collegesearch.in/colleges/ballari-institute-of-technology-and-management-bellary,4 Years,,,,Autonomous
Vishwaniketan&rsquo;s Institute of Management Entrepreneurship and Engineering Technology,https://www.collegesearch.in/colleges/vishwaniketans-institute-of-management-entrepreneurship-and-engineering-technology,4 Years,,,,
"Institute of Technology and Management - Gorakhpur, Gorakhpur",https://www.collegesearch.in/colleges/institute-of-technology-and-management-gorakhpur-gorakhpur,4 Years,,,,
"RR Institute, Bangalore",https://www.collegesearch.in/colleges/rr-institute-bangalore,4 Years,"Rs 6,25,000/-",,,
"Institute of Technical Education & Research - Bhubhneshwar, Bhubaneswar",https://www.collegesearch.in/colleges/institute-of-technical-education-research-bhubhneshwar-bhubaneswar,4 Years,,,,
"Gandhi Institute For Technological Advancement (GITA Bhubaneswar), Bhubaneswar",https://www.collegesearch.in/colleges/gandhi-institute-for-technological-advancement-bhubaneswar,4 Years,,,,
"TOMS College of Engineering and Polytechnic, Kottayam",https://www.collegesearch.in/colleges/toms-college-of-engineering-and-polytechnic-kottayam,4 Years,"Rs 2,00,000/-",,,
"Brahmdevdada Mane Institute of Technology, Solapur",https://www.collegesearch.in/colleges/brahmdevdada-mane-institute-of-technology-solapur,4 Years,,,,
"GVAcharya Institute of Engineering & Technology(GVAIET), Mumbai",https://www.collegesearch.in/colleges/gvacharya-institute-of-engineering-technologygvaiet-mumbai,4 Years,,,,
"Sri Venkateshwara College of Engineering, Bangalore",https://www.collegesearch.in/colleges/sri-venkateshwara-college-of-engineering-bangalore,4 Years,,,,
"Assam Science and Technology University, Guwahati",https://www.collegesearch.in/university/assam-science-and-technology-university-guwahati,4 Years,,,,State University
"Agnihotri College of Engineering - Wardha, Wardha",https://www.collegesearch.in/colleges/agnihotri-college-of-engineering-wardha-wardha,4 Years,,,,
"Sri Sivani Institute of Technology, Srikakulam",https://www.collegesearch.in/colleges/sri-sivani-institute-of-technology-srikakulam,4 Years,,,,
"Vidya Pratishthan&rsquo;s College of Engineering - Baramati, Baramati",https://www.collegesearch.in/colleges/vidya-pratishthans-college-of-engineering-baramati-baramati,4 Years,,,,
"Pune Vidhyarthi Griha&rsquo;s College of Engineering and Technology, Pune",https://www.collegesearch.in/colleges/pune-vidhyarthi-grihas-college-of-engineering-and-technology-pune,4 Years,,,,
Bangalore Technological Institute,https://www.collegesearch.in/colleges/bangalore-technological-institute,4 Years,,,,
Indira Gandhi University,https://www.collegesearch.in/colleges/indira-gandhi-university,4 Years,,,,
"SIES Graduate School of Technology, Mumbai",https://www.collegesearch.in/colleges/sies-graduate-school-of-technology-mumbai,4 Years,,,,
"Koneru Lakshmaiah Education Foundation, Guntur",https://www.collegesearch.in/colleges/koneru-lakshmaiah-education-foundation,4 Years,,,,Deemed
G M Institute of Technology,https://www.collegesearch.in/colleges/g-m-institute-of-technology,4 Years,,,,
St John College of Engineering and Management,https://www.collegesearch.in/colleges/st-john-college-of-engineering-and-management,4 Years,,,,
"Vidya Varti College, Mumbai",https://www.collegesearch.in/colleges/vidya-varti-college-mumbai,4 Years,,,,
"Institute of Technical Education and Research, Bhubaneswar",https://www.collegesearch.in/colleges/institute-of-technical-education-and-research-bhubaneswar,4 Years,,,,
"Akal University, Bhatinda",https://www.collegesearch.in/colleges/akal-university-bhatinda,4 Years,"Rs 3,68,000/-",,,
"All India Shri Shivaji Memorial Society&rsquo;s College Of Engineering, Pune",https://www.collegesearch.in/colleges/all-india-shri-shivaji-memorial-societys-college-of-engineering-pune,4 Years,,,,
Vetenary Insitute of science and engineering - prakashraapalam,https://www.collegesearch.in/colleges/vetenary-insitute-of-science-and-engineering-prakashraapalam,4 Years,,,,
Punjab Engineering College,https://www.collegesearch.in/colleges/punjab-engineering-college,4 Years,,,,
Dr Babasaheb Ambedkar College of Engineering & Research,https://www.collegesearch.in/colleges/dr-babasaheb-ambedkar-college-of-engineering-research,4 Years,,,,
"Krishna Engineering College, Ghaziabad",https://www.collegesearch.in/colleges/krishna-engineering-college-ghaziabad,4 Years,,,,
"Dr Vithalrao Vikhe Patil College Of Engineering, Ahmednagar",https://www.collegesearch.in/colleges/dr-vithalrao-vikhe-patil-college-of-engineering-ahmednagar,4 Years,,,,
"Joy University, Kanyakumari",https://www.collegesearch.in/colleges/joy-university-kanyakumari,4 Years,"Rs 5,60,000/-",,,
OP Jindal Global University - Raigarh,https://www.collegesearch.in/colleges/op-jindal-global-university-raigarh,4 Years,,,,
"Rajiv Gandhi College of Engineering - Research and Technology, Chandrapur",https://www.collegesearch.in/colleges/rajiv-gandhi-college-of-engineering-research-and-technology-chandrapur,4 Years,,,,
"Om Sterling Global University, Hisar",https://www.collegesearch.in/colleges/om-sterling-global-university,4 Years,,,,State Private University
Narayana institute of science and technology,https://www.collegesearch.in/colleges/narayana-institute-of-science-and-technology,4 Years,,,,
"IEC Group Of Institutions, Greater Noida",https://www.collegesearch.in/colleges/iec-group-of-institutions-greater-noida,4 Years,"Rs 4,13,004/-",,,
"Dr Bhausaheb Nandurkar College of Engineering and Technology, Yavatmal",https://www.collegesearch.in/colleges/dr-bhausaheb-nandurkar-college-of-engineering-and-technology-yavatmal,4 Years,,,,
"Jawaharlal Nehru Technological University - Anantpur, Amaravati",https://www.collegesearch.in/university/jawaharlal-nehru-technological-university-anantpur,4 Years,,,,
Sree Dattha Institutions,https://www.collegesearch.in/colleges/sree-dattha-institutions,4 Years,,,,
"DY Patil University - Mumbai, Mumbai",https://www.collegesearch.in/colleges/dy-patil-university-mumbai-mumbai,4 Years,,,,
Chaudhary Devi Lal Memorial Government Engineering College,https://www.collegesearch.in/colleges/chaudhary-devi-lal-memorial-government-engineering-college,4 Years,,,,
